"x"	"y"	"Elevation"	"EC"	"SOC"	"TN"	"CEC"	"pH"	"Pppm"	"Mn"	"Cu"	"Zn"	"WHC"	"Sand"	"Clay"	"Kppm"	"Cappm"	"Nappm"	"Mgppm"	"Tm"	"PPanual"	"TvsPP"	"LN_Kda"	"id"
"132"	4326220.72884457	6359045.54867558	805	0.12	30.5	0.307	20.4	6.7	5.19	124.3	3	1.695	24.2	46.8	1.1	585	2500	345	266.4	156	705	0.221276595744681	0.871293365943419	132
"133"	4323181.0077548	6333509.00881204	767	0.1405	16	0.132	13.3	7.7	5.1	75.5	1.7	2.399	11.7	75	7.3	234	2760	391	33.6	156	714	0.218487394957983	0.307484699747961	133
"134"	4323036.98479304	6318390.20912477	703	0.097	9.46	0.118	9.6	6.9	38.84	51.2	1	4.38	11.7	79.6	7	624	1510	299	80.4	157	718	0.21866295264624	-0.116533816255952	134
"135"	4313346.42857049	6284967.03985766	509	0.10015	7.39	0.16	10.7	6.4	13.7	36.7	0.1	0.2	9.6	75.7	11.5	663	1872	46	33.6	163	699	0.233190271816881	0.0676586484738149	135
"136"	4312124.23969491	6218672.58207571	338	0.11	8.41	0.09	7.4	6.4	75.44	64.4	1	1.226	8.5	77.7	10.1	663	1402	46	951.6	166	627	0.264752791068581	-0.693147180559945	136
"137"	4322703.64145565	6197012.82817453	295	0.0615	3.92	0.06	7.2	6.4	37.02	38.3	1.1	0.006	5.3	86.6	5.7	507	1154	207	648	167	611	0.273322422258592	-0.7118298150295	137
"138"	4313240.74629753	6174226.70372514	289	0.05615	5.13	0.06	7.4	6.5	39.76	36.5	0.8	0.252	6.8	83.3	9.6	546	1456	253	422.4	167	566	0.295053003533569	-0.941608539858445	138
"139"	4314551.91076332	6154050.49324129	281	0.04165	4.5	0.05	8.1	6.6	35.98	25	1.1	0.292	6.9	83.5	11.4	468	1456	230	422.4	167	551	0.303085299455535	-0.994252273343867	139
"140"	4314473.1192467	6135526.37359374	265	0.07565	11.25	0.09	14.1	6.9	49.29	91.7	1.5	0.006	12.2	63.9	12.6	585	780	299	103.2	166	546	0.304029304029304	0.104360015324243	140
"141"	4299078.48139167	6537230.52524707	940	0.153	16.22	0.17	15	7.1	4.91	127.6	1.7	0.006	17.3	44.7	21.9	429	7080	207	874.8	164	569	0.288224956063269	-0.0100503358535015	141
"142"	4256591.58663362	6611138.64849487	207	5.05	10.08	0.087	8.6	6.9	26.16	161.7	1.3	1.222	12.5	53.6	7.4	429	2740	1403	660	206	461	0.446854663774403	-0.27296567581289	142
"143"	4271520.79946396	6610680.92768012	274	0.36	12.3	0.12	13.7	7.1	38.34	189.7	2.4	1.155	14.2	51.5	14.6	429	4368	299	103.2	202	475	0.425263157894737	0.26573208327132	143
"144"	4273905.35213987	6573758.96662288	681	0.1255	15.03	0.139	9.1	7.9	37.11	92.7	1.7	0.006	11.3	71.4	2.8	234	8200	253	600	183	514	0.356031128404669	-0.0725706928348354	144
"145"	4284638.22209267	6545464.73478295	1006	0.1535	13.82	0.102	14.8	8	2.74	85.4	1.8	0.006	21.1	29.1	15.6	234	2280	322	433.2	162	552	0.293478260869565	0.343589704390077	145
"146"	4270440.34679046	6514063.55181867	373	0.159	14.78	0.14	10	7	37.3	147.4	2.2	2.027	14.1	63.7	7.1	390	2140	322	408	194	526	0.368821292775665	0.329345412461639	146
"147"	4280980.17941412	6495749.01445749	387	0.13	13.42	0.14	9.9	7.1	53.16	134.9	2.3	2.398	10	68	4	429	1860	299	357.6	192	542	0.354243542435424	0.385262400790645	147
"148"	4270001.8805651	6474125.87122525	399	0.148	8.71	0.09	14.2	8	32.58	201.1	2	1.842	17.1	45.8	8	819	3536	276	408	192	540	0.355555555555556	0.131028262406404	148
"149"	4277489.33402193	6455470.10767862	457	0.17	8.13	0.09	9.5	6.9	41.83	124.7	1.8	0.067	10.5	61.1	9.1	312	1292	299	408	188	558	0.336917562724014	0.0868707532967	149
"150"	4257824.18967484	6610980.0750655	212	1.73	10.02	0.09	11.5	7	32.3	151.6	1.6	1.602	14.3	58.5	8.5	624	1900	736	278.4	206	463	0.444924406047516	-0.116533816255952	150
"151"	4235782.6235579	6554187.50201545	264	1.18	8.98	0.08	10.5	7.1	44.29	165.8	1.5	0.599	14	55.7	4	507	1790	621	507.6	203	473	0.429175475687104	0.153615353994521	151
"152"	4251586.72444884	6531428.59230405	264	0.11	6.96	0.06	9.2	7.5	40.32	131.7	1.7	0.012	11.5	64	9.7	351	1596	322	487.2	201	496	0.405241935483871	0.0282862962127792	152
"153"	4251574.23969477	6519313.98863274	370	0.09	5.78	0.07	9.4	7.5	36.17	118.1	1.6	0.274	10.5	69.3	6.9	312	2218	345	357.6	201	498	0.403614457831325	0.0582689081239758	153
"154"	4260215.39615738	6504561.02744856	284	0.14	10.09	0.12	11.4	7.5	63.08	134.9	1.6	0.021	16.1	58.6	10.1	546	2300	368	528	199	515	0.386407766990291	-0.105360515657826	154
